ogc_fid,objectid,epi_name,lga_code,lga_name,published_,commenced_,currency_d,amendment,map_type,map_name,lay_name,lay_class,h_id,h_name,sig,label,legis_ref_,legis_re_1,legis_re_2,pco_ref_ke,epi_type,sym_code,cadid,shape.star,item_no,item_name,item_link,ho_id,address,suburb,lga,informatio,verifiedad,longitude,latitude,locationco,postcode
"35928","36045",Armidale Dumaresq Local Environmental Plan 2012,"110",ARMIDALE DUMARESQ,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,,,,,Item - Archaeological,A015,Trim's Store,Local,,,,,2012-589,LEP,,"108012506",4.68779945e-07,,,,,,,,,,,,,
"35929","36046",Armidale Dumaresq Local Environmental Plan 2012,"110",ARMIDALE DUMARESQ,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,,,,,Item - Archaeological,A043,Child's Brickworks,Local,,,,,2012-589,LEP,,"108012506",2.5111613013e-05,,,,,,,,,,,,,
"35930","36047",Armidale Dumaresq Local Environmental Plan 2012,"110",ARMIDALE DUMARESQ,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,,,,,Item - Archaeological,A024,Second Hospital,Local,,,,,2012-589,LEP,,"108012506",2.610197498e-06,,,,,,,,,,,,,
"35940","36057",Armidale Dumaresq Local Environmental Plan 2012,"110",ARMIDALE DUMARESQ,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,,,,,Item - Archaeological,A041,Railway Cottage,Local,,,,,2012-589,LEP,,"108012506",1.373467876e-05,,,,,,,,,,,,,
"35941","36058",Armidale Dumaresq Local Environmental Plan 2012,"110",ARMIDALE DUMARESQ,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,,,,,Item - Archaeological,A053,Site of Gaol,Local,,,,,2012-589,LEP,,"108012506",3.010354703e-06,"3650","Cb Newling Centre Former Teachers' College, Main Building, Residence and Grounds",http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1010185,"1010185",122-132 Mossman Street,Armidale,Armidale Dumaresq,LGOV,122-132 MOSSMAN STREET ARMIDALE,"151.6626505","-30.5233248",Great,"2350"
"35948","36065",Armidale Dumaresq Local Environmental Plan 2012,"110",ARMIDALE DUMARESQ,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,,,,,Item - Archaeological,A028,New England Flour Mill,Local,,,,,2012-589,LEP,,"108012506",6.51427854e-07,,,,,,,,,,,,,
"35949","36066",Armidale Dumaresq Local Environmental Plan 2012,"110",ARMIDALE DUMARESQ,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,,,,,Item - Archaeological,A028,New England Flour Mill,Local,,,,,2012-589,LEP,,"108012506",2.5688496e-07,"25694",Site of New England Flour Mill,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1010634,"1010634",137 Dumaresq Street,Armidale,Armidale Dumaresq,LGOV,137 DUMARESQ STREET ARMIDALE,"151.6655826","-30.51100971",Great,"2350"
"35950","36067",Armidale Dumaresq Local Environmental Plan 2012,"110",ARMIDALE DUMARESQ,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,,,,,Item - Archaeological,A019,Daniel O'Connell Inn (2),Local,,,,,2012-589,LEP,,"108012506",5.7332727e-08,"6410",Domed Beehive Cistern,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1010652,"1010652",236 Beardy Street,Armidale,Armidale Dumaresq,LGOV,236 BEARDY STREET ARMIDALE,"151.6633027","-30.51284138",Great,"2350"
"35951","36068",Armidale Dumaresq Local Environmental Plan 2012,"110",ARMIDALE DUMARESQ,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,,,,,Item - Archaeological,A019,Daniel O'Connell Inn (2) - rear building,Local,,,,,2012-589,LEP,,"108012506",7.6665856e-08,,,,,,,,,,,,,
"35952","36069",Armidale Dumaresq Local Environmental Plan 2012,"110",ARMIDALE DUMARESQ,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,,,,,Item - Archaeological,A018,Domed beehive cistern2-Mun Hing,Local,,,,,2012-589,LEP,,"108012506",5.7332727e-08,"6410",Domed Beehive Cistern,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1010652,"1010652",236 Beardy Street,Armidale,Armidale Dumaresq,LGOV,236 BEARDY STREET ARMIDALE,"151.6633027","-30.51284138",Great,"2350"
"35953","36070",Armidale Dumaresq Local Environmental Plan 2012,"110",ARMIDALE DUMARESQ,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,,,,,Item - Archaeological,A018,Domed beehive cistern2-Mun Hing,Local,,,,,2012-589,LEP,,"108012506",7.6665856e-08,,,,,,,,,,,,,
"35954","36071",Armidale Dumaresq Local Environmental Plan 2012,"110",ARMIDALE DUMARESQ,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,,,,,Item - Archaeological,A059,Site of Borland’s Cordial Factory,Local,,,,,2012-589,LEP,,"108012506",1.4079933e-07,"25647",Site of Borland's Cordial Factory,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1010638,"1010638",169 Rusden Street,Armidale,Armidale Dumaresq,LGOV,169 RUSDEN STREET ARMIDALE,"151.6625308","-30.51343548",Great,"2350"
"35955","36072",Armidale Dumaresq Local Environmental Plan 2012,"110",ARMIDALE DUMARESQ,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,,,,,Item - Archaeological,A058,Site of Commercial Hotel,Local,,,,,2012-589,LEP,,"108012506",1.17788659e-07,"25653",Site of Commercial Hotel,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1010662,"1010662",160 and 162 Rusden Street,Armidale,Armidale Dumaresq,"0","0","0","0","0","0"
"35956","36073",Armidale Dumaresq Local Environmental Plan 2012,"110",ARMIDALE DUMARESQ,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,,,,,Item - Archaeological,A058,Site of Commercial Hotel,Local,,,,,2012-589,LEP,,"108012506",3.8768576e-08,"25653",Site of Commercial Hotel,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1010662,"1010662",160 and 162 Rusden Street,Armidale,Armidale Dumaresq,"0","0","0","0","0","0"
"35957","36074",Armidale Dumaresq Local Environmental Plan 2012,"110",ARMIDALE DUMARESQ,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,,,,,Item - Archaeological,A040,Site of Olympic Hall,Local,,,,,2012-589,LEP,,"108012506",5.7697889e-08,"25697",Site of Olympic Hall,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1010641,"1010641",117A Jessie Street,Armidale,Armidale Dumaresq,"0","0","0","0","0","0"
"35958","36075",Armidale Dumaresq Local Environmental Plan 2012,"110",ARMIDALE DUMARESQ,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,,,,,Item - Archaeological,A057,Site of Great Northern Hotel,Local,,,,,2012-589,LEP,,"108012506",1.91187155e-07,"25682",Site of Great Northern Hotel,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1010663,"1010663",156 Rusden Street,Armidale,Armidale Dumaresq,"0","0","0","0","0","0"
"35959","36076",Armidale Dumaresq Local Environmental Plan 2012,"110",ARMIDALE DUMARESQ,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,,,,,Item - Archaeological,A023,Roman Catholic Old Cathedral,Local,,,,,2012-589,LEP,,"108012506",1.88275862e-07,,,,,,,,,,,,,
"35962","36079",Armidale Dumaresq Local Environmental Plan 2012,"110",ARMIDALE DUMARESQ,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,,,,,Item - Archaeological,A056,Site of First Anglican Church,Local,,,,,2012-589,LEP,,"108012506",9.40072823e-07,"626",Anglican Cathedral Church of St Peter Apostle and Martyr Precinct,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1010164,"1010164",122 Rusden Street,Armidale,Armidale Dumaresq,"0","0","0","0","0","0"
"35969","36086",Armidale Dumaresq Local Environmental Plan 2012,"110",ARMIDALE DUMARESQ,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,,,,,Item - Archaeological,A055,Site of Crown Inn,Local,,,,,2012-589,LEP,,"108012506",1.901426e-07,"25658",Site of Crown Inn,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1010654,"1010654",102-104 Rusden Street,Armidale,Armidale Dumaresq,"0","0","0","0","0","0"
"35970","36087",Armidale Dumaresq Local Environmental Plan 2012,"110",ARMIDALE DUMARESQ,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,,,,,Item - Archaeological,A031,Public well,Local,,,,,2012-589,LEP,,"108012506",2.15872205e-07,"21741",Police Station,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1010066,"1010066",96-98 Faulkner Street,Armidale,Armidale Dumaresq,LGOV,96-98 FAULKNER STREET ARMIDALE,"151.6671974","-30.51267763",Great,"2350"
"35971","36088",Armidale Dumaresq Local Environmental Plan 2012,"110",ARMIDALE DUMARESQ,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,,,,,Item - Archaeological,A017,Solomon's Photographic Studio and well,Local,,,,,2012-589,LEP,,"108012506",7.8334779e-08,,,,,,,,,,,,,
"35972","36089",Armidale Dumaresq Local Environmental Plan 2012,"110",ARMIDALE DUMARESQ,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,,,,,Item - Archaeological,A017,Solomon's Photographic Studio and well,Local,,,,,2012-589,LEP,,"108012506",7.4185209e-08,,,,,,,,,,,,,
"35973","36090",Armidale Dumaresq Local Environmental Plan 2012,"110",ARMIDALE DUMARESQ,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,,,,,Item - Archaeological,A016,Traveller's Rest Hotel,Local,,,,,2012-589,LEP,,"108012506",6.8910595e-08,,,,,,,,,,,,,
"35974","36091",Armidale Dumaresq Local Environmental Plan 2012,"110",ARMIDALE DUMARESQ,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,,,,,Item - Archaeological,A033,Trim's Cottages,Local,,,,,2012-589,LEP,,"108012506",1.93132109e-07,,,,,,,,,,,,,
"35975","36092",Armidale Dumaresq Local Environmental Plan 2012,"110",ARMIDALE DUMARESQ,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,Amendment No 5,,,,Item - Archaeological,A033,Site of Trim’s Cottages,Local,,,,,2012-589,LEP,,"108012506",1.075028649e-06,,,,,,,,,,,,,
"35976","36093",Armidale Dumaresq Local Environmental Plan 2012,"110",ARMIDALE DUMARESQ,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,,,,,Item - Archaeological,A015,Trim's Store,Local,,,,,2012-589,LEP,,"108012506",2.8814156e-08,,,,,,,,,,,,,
"35977","36094",Armidale Dumaresq Local Environmental Plan 2012,"110",ARMIDALE DUMARESQ,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,,,,,Item - Archaeological,A015,Trim's Store,Local,,,,,2012-589,LEP,,"108012506",1.325676749e-06,"25720",Site of Trim's Store - 3 Buildings,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1010197,"1010197",82 Marsh Street,Armidale,Armidale Dumaresq,LGOV,82 MARSH STREET ARMIDALE,"151.668494","-30.51129379",Great,"2350"
"35978","36095",Armidale Dumaresq Local Environmental Plan 2012,"110",ARMIDALE DUMARESQ,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,,,,,Item - Archaeological,A015,Trim's Store,Local,,,,,2012-589,LEP,,"108012506",1.38714768e-07,,,,,,,,,,,,,
"35979","36096",Armidale Dumaresq Local Environmental Plan 2012,"110",ARMIDALE DUMARESQ,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,,,,,Item - Archaeological,A048,Site of Trim’s Bridge,Local,,,,,2012-589,LEP,,"108012506",1.325676749e-06,"25720",Site of Trim's Store - 3 Buildings,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1010197,"1010197",82 Marsh Street,Armidale,Armidale Dumaresq,LGOV,82 MARSH STREET ARMIDALE,"151.668494","-30.51129379",Great,"2350"
"35980","36097",Armidale Dumaresq Local Environmental Plan 2012,"110",ARMIDALE DUMARESQ,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,,,,,Item - Archaeological,A048,Site of Trim’s Bridge,Local,,,,,2012-589,LEP,,"108012506",1.629287e-07,,,,,,,,,,,,,
"35981","36098",Armidale Dumaresq Local Environmental Plan 2012,"110",ARMIDALE DUMARESQ,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,,,,,Item - Archaeological,A007,Site of Assize Hotel,Local,,,,,2012-589,LEP,,"108012506",1.28693046e-07,,,,,,,,,,,,,
"35982","36099",Armidale Dumaresq Local Environmental Plan 2012,"110",ARMIDALE DUMARESQ,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,,,,,Item - Archaeological,A007,Site of Assize Hotel,Local,,,,,2012-589,LEP,,"108012506",1.30288299e-07,,,,,,,,,,,,,
"35983","36100",Armidale Dumaresq Local Environmental Plan 2012,"110",ARMIDALE DUMARESQ,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,,,,,Item - Archaeological,A027,Farrier's Arms Hotel,Local,,,,,2012-589,LEP,,"108012506",7.9499387e-08,"25664",Site of Farrier's Arms Hotel,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1010658,"1010658",118 Dumaresq Street and 83-85 Faulkner Street,Armidale,Armidale Dumaresq,LGOV,118 DUMARESQ STREET ARMIDALE,"151.6682352","-30.51254621",Great,"2350"
"35984","36101",Armidale Dumaresq Local Environmental Plan 2012,"110",ARMIDALE DUMARESQ,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,,,,,Item - Archaeological,A027,Farrier's Arms Hotel,Local,,,,,2012-589,LEP,,"108012506",1.90095761e-07,,,,,,,,,,,,,
"35985","36102",Armidale Dumaresq Local Environmental Plan 2012,"110",ARMIDALE DUMARESQ,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,,,,,Item - Archaeological,A026,First Hospital,Local,,,,,2012-589,LEP,,"108012506",7.9499387e-08,"25664",Site of Farrier's Arms Hotel,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1010658,"1010658",118 Dumaresq Street and 83-85 Faulkner Street,Armidale,Armidale Dumaresq,LGOV,118 DUMARESQ STREET ARMIDALE,"151.6682352","-30.51254621",Great,"2350"
"35986","36103",Armidale Dumaresq Local Environmental Plan 2012,"110",ARMIDALE DUMARESQ,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,,,,,Item - Archaeological,A026,First Hospital,Local,,,,,2012-589,LEP,,"108012506",1.90095761e-07,,,,,,,,,,,,,
"35987","36104",Armidale Dumaresq Local Environmental Plan 2012,"110",ARMIDALE DUMARESQ,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,,,,,Item - Archaeological,A050,Site of McLean’s Corner Complex - (Archaeological Excavation),Local,,,,,2012-589,LEP,,"108012506",8.48249329e-07,"25689",Site of McLean's Corner Complex (Archaeological Excavation),http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1010670,"1010670",90-96 Marsh Street,Armidale,Armidale Dumaresq,LGOV,90-96 MARSH STREET ARMIDALE,"151.6687566","-30.51287313",Great,"2350"
"35988","36105",Armidale Dumaresq Local Environmental Plan 2012,"110",ARMIDALE DUMARESQ,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,,,,,Item - Archaeological,A047,Site of Markham’s House,Local,,,,,2012-589,LEP,,"108012506",2.23915777e-07,"25641",Site of Armidale Inn,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1010648,"1010648",82 Marsh Street,Armidale,Armidale Dumaresq,"0","0","0","0","0","0"
"35989","36106",Armidale Dumaresq Local Environmental Plan 2012,"110",ARMIDALE DUMARESQ,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,,,,,Item - Archaeological,A049,Site of Armidale Inn,Local,,,,,2012-589,LEP,,"108012506",2.23915777e-07,"25641",Site of Armidale Inn,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1010648,"1010648",82 Marsh Street,Armidale,Armidale Dumaresq,"0","0","0","0","0","0"
"35990","36107",Armidale Dumaresq Local Environmental Plan 2012,"110",ARMIDALE DUMARESQ,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,,,,,Item - Archaeological,A025,Tysoe's Tannery,Local,,,,,2012-589,LEP,,"108012506",1.423095455e-06,"25722",Site of Tysoe's Tannery,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1010633,"1010633",90 Dumaresq Street and 96 Taylor Street,Armidale,Armidale Dumaresq,LGOV,90 DUMARESQ STREET ARMIDALE,"151.6709352","-30.51349048",Great,"2350"
"35991","36108",Armidale Dumaresq Local Environmental Plan 2012,"110",ARMIDALE DUMARESQ,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,,,,,Item - Archaeological,A011,Site of Moore / Richardson’s Flour Mill,Local,,,,,2012-589,LEP,,"108012506",2.20883521e-07,,,,,,,,,,,,,
"35992","36109",Armidale Dumaresq Local Environmental Plan 2012,"110",ARMIDALE DUMARESQ,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,,,,,Item - Archaeological,A030,Travellers Rest Hotel (1),Local,,,,,2012-589,LEP,,"108012506",1.39749318e-07,,,,,,,,,,,,,
"35993","36110",Armidale Dumaresq Local Environmental Plan 2012,"110",ARMIDALE DUMARESQ,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,,,,,Item - Archaeological,A030,Travellers Rest Hotel (1),Local,,,,,2012-589,LEP,,"108012506",1.60272066e-07,"25715",Site of Traveller's Rest Hotel (1),http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1010647,"1010647",74 and 1-4/76 Faulkner Street,Armidale,Armidale Dumaresq,LGOV,76 FAULKNER STREET ARMIDALE,"151.6683734","-30.50952514",Great,"2350"
"35994","36111",Armidale Dumaresq Local Environmental Plan 2012,"110",ARMIDALE DUMARESQ,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,,,,,Item - Archaeological,A045,Site of First Presbyterian Church,Local,,,,,2012-589,LEP,,"108012506",1.85280896e-07,"25669",Site of First Presbyterian Church,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1010631,"1010631",68 Marsh Street,Armidale,Armidale Dumaresq,"0","0","0","0","0","0"
"35995","36112",Armidale Dumaresq Local Environmental Plan 2012,"110",ARMIDALE DUMARESQ,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,,,,,Item - Archaeological,A046,Site of First Presbyterian Manse,Local,,,,,2012-589,LEP,,"108012506",6.4790584e-08,"25670",Site of First Presbyterian Manse,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1010666,"1010666",70 Marsh Street,Armidale,Armidale Dumaresq,"0","0","0","0","0","0"
"35996","36113",Armidale Dumaresq Local Environmental Plan 2012,"110",ARMIDALE DUMARESQ,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,,,,,Item - Archaeological,A051,"Site of Gold Digger’s Arms, Site of White Horse, Site of Tattersalls Hotel, Site of Australian Hotel",Local,,,,,2012-589,LEP,,"108012506",6.1731043e-08,"25728","Site Of: Gold Digger's Arms; Tattersalls; White Horse; Australian Hotels",http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1010656,"1010656",145 Marsh Street,Armidale,Armidale Dumaresq,LGOV,145 MARSH STREET ARMIDALE,"151.6681875","-30.51726281",Great,"2350"
"35997","36114",Armidale Dumaresq Local Environmental Plan 2012,"110",ARMIDALE DUMARESQ,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,,,,,Item - Archaeological,A035,"Site of National School, and Superior Public School - Girls Department",Local,,,,,2012-589,LEP,,"108012506",3.78142886e-07,"25692","Site of National School, and Superior Public School - Girls Department",http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1010629,"1010629",142-152 Faulkner Street,Armidale,Armidale Dumaresq,"0","0","0","0","0","0"
"35998","36115",Armidale Dumaresq Local Environmental Plan 2012,"110",ARMIDALE DUMARESQ,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,,,,,Item - Archaeological,A035,"Site of National School, and Superior Public School - Girls Department",Local,,,,,2012-589,LEP,,"108012506",6.34816843e-07,"25692","Site of National School, and Superior Public School - Girls Department",http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1010629,"1010629",142-152 Faulkner Street,Armidale,Armidale Dumaresq,"0","0","0","0","0","0"
"35999","36116",Armidale Dumaresq Local Environmental Plan 2012,"110",ARMIDALE DUMARESQ,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,,,,,Item - Archaeological,A035,"Site of National School, and Superior Public School - Girls Department",Local,,,,,2012-589,LEP,,"108012506",3.82384314e-07,"25692","Site of National School, and Superior Public School - Girls Department",http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1010629,"1010629",142-152 Faulkner Street,Armidale,Armidale Dumaresq,"0","0","0","0","0","0"
"36000","36117",Armidale Dumaresq Local Environmental Plan 2012,"110",ARMIDALE DUMARESQ,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,,,,,Item - Archaeological,A036,Site of Old Burial Ground,Local,,,,,2012-589,LEP,,"108012506",2.7911483e-08,"25696",Site of Old Burial Ground,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1010619,"1010619",142-152 Faulkner Street,Armidale,Armidale Dumaresq,"0","0","0","0","0","0"
"36001","36118",Armidale Dumaresq Local Environmental Plan 2012,"110",ARMIDALE DUMARESQ,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,,,,,Item - Archaeological,A036,Site of Old Burial Ground,Local,,,,,2012-589,LEP,,"108012506",1.86046236e-07,"25696",Site of Old Burial Ground,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1010619,"1010619",142-152 Faulkner Street,Armidale,Armidale Dumaresq,"0","0","0","0","0","0"
"36002","36119",Armidale Dumaresq Local Environmental Plan 2012,"110",ARMIDALE DUMARESQ,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,,,,,Item - Archaeological,A034,"Site of Police Residential Complex: Residence, Barracks & Stables",Local,,,,,2012-589,LEP,,"108012506",7.05040748e-07,,,,,,,,,,,,,
"36003","36120",Armidale Dumaresq Local Environmental Plan 2012,"110",ARMIDALE DUMARESQ,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,,,,,Item - Archaeological,A034,"Site of Police Residential Complex: Residence, Barracks & Stables",Local,,,,,2012-589,LEP,,"108012506",1.48643721e-07,"25703","Site of Police Residential Complex - Residence, Barracks and Stables",http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1010627,"1010627",142-152 Faulkner Street,Armidale,Armidale Dumaresq,LGOV,142-152 FAULKNER STREET ARMIDALE,"151.6640387","-30.51951773",Great,"2350"
"36005","36122",Armidale Dumaresq Local Environmental Plan 2012,"110",ARMIDALE DUMARESQ,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,,,,,Item - Archaeological,A054,Site of Pearson’s Flour Mill,Local,,,,,2012-589,LEP,,"108012506",5.9846116e-08,,,,,,,,,,,,,
"36006","36123",Armidale Dumaresq Local Environmental Plan 2012,"110",ARMIDALE DUMARESQ,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,,,,,Item - Archaeological,A054,Site of Pearson’s Flour Mill,Local,,,,,2012-589,LEP,,"108012506",7.5815933e-08,"25700",Site of Pearson's Flour Mill,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1010622,"1010622",122-130 Niagara Street,Armidale,Armidale Dumaresq,LGOV,122 NIAGARA STREET ARMIDALE,"151.6495543","-30.51041605",Great,"2350"
"36007","36124",Armidale Dumaresq Local Environmental Plan 2012,"110",ARMIDALE DUMARESQ,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,,,,,Item - Archaeological,A054,Site of Pearson’s Flour Mill,Local,,,,,2012-589,LEP,,"108012506",5.9939339e-08,,,,,,,,,,,,,
"36008","36125",Armidale Dumaresq Local Environmental Plan 2012,"110",ARMIDALE DUMARESQ,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,,,,,Item - Archaeological,A054,Site of Pearson’s Flour Mill,Local,,,,,2012-589,LEP,,"108012506",5.8037585e-08,,,,,,,,,,,,,
"36009","36126",Armidale Dumaresq Local Environmental Plan 2012,"110",ARMIDALE DUMARESQ,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,,,,,Item - Archaeological,A054,Site of Pearson’s Flour Mill,Local,,,,,2012-589,LEP,,"108012506",5.8170826e-08,,,,,,,,,,,,,
"36012","36129",Armidale Dumaresq Local Environmental Plan 2012,"110",ARMIDALE DUMARESQ,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,,,,,Item - Archaeological,A022,Site of Star Hotel,Local,,,,,2012-589,LEP,,"108012506",1.62437573e-07,"11655",House,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1010041,"1010041",102 Butler Street,Armidale,Armidale Dumaresq,LGOV,102 BUTLER STREET ARMIDALE,"151.656825","-30.51008892",Great,"2350"
"36013","36130",Armidale Dumaresq Local Environmental Plan 2012,"110",ARMIDALE DUMARESQ,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,2014/09/19 00:00:00.000,,,,,Item - Archaeological,A032,Railway cistern,Local,,,,,2012-589,LEP,,"108012506",7.5365278e-08,,,,,,,,,,,,,
