TroveID,troveUrl,title,contributor,issued,year,abstract,subjects,URLs,ExternalURL_1,ExternalURL_1_type,relevanceScore,Address_export,Verified_Address,Longitude,Latitude,Location_Confidence,HOITEMID,ITEMNAME
34669218,http://trove.nla.gov.au/work/34669218,171-193 Gloucester Street The Rocks NSW : a research design & excavation methodology for proposed historical archaeological investigations at the site / Graham Wilson & Peter Douglas,"Wilson, Graham archaeologist",2005,2005,not found,not found,not found,not found,not found,0.09708613,"171-193 GLOUCESTER STREET, THE ROCK, NSW","171-193 Gloucester St, The Rocks NSW 2000, Australia",151.2057956,-33.8625269,Great - Google,n/a,n/a
34285249,http://trove.nla.gov.au/work/34285249,"No. 5 New Street, Windsor Historical Archaeological & Development Impact Assessment / Gina Scheer & Peter Douglas","Scheer, Gina",2005,2005,not found,not found,not found,not found,not found,0.0947694,"5 NEW STREET, WINDSOR, NSW","5 New St, Windsor NSW 2756, Australia",150.8176702,-33.607561,Great - Google,n/a,n/a
30060314,http://trove.nla.gov.au/work/30060314,"Vulcan Hotel, 494-500 Wattle Street Ultimo NSW : historical archaeological assessment, including a research design for archaeological monitoring & recording at the site / Fiona Leslie & Peter Douglas","Leslie, Fiona",2004,2004,not found,not found,not found,not found,not found,0.09277068,"494-500 WATTLE STREET, ULTIMO, NSW","494-500 Wattle St, Ultimo NSW 2007, Australia",151.1975333,-33.8817346,Great - Google,n/a,n/a
30478468,http://trove.nla.gov.au/work/30478468,"Archaeological assessment impact statement & proposed mitigation strategy, 15-17 Hunter Street, Sydney / Peter Douglas","Douglas, Peter archaeologist",1999,1999,not found,not found,not found,not found,not found,0.091763765,"15-17 HUNTER STREET, SYDNEY, NSW","15-17 Hunter St, Sydney NSW 2000, Australia",151.2080699,-33.8657809,Great - Google,n/a,n/a
14984583,http://trove.nla.gov.au/work/14984583,"A report on archaeological investigations at the Pensioner Guard Cottage, 1 Surrey Street Bassendean / Martin Gibbs","Gibbs, Martin (Martin David)",1991,1991,not found,not found,not found,not found,not found,0.09094577,"1 SURREY STREET, BASSENDEAN, NSW","1 Surrey St, Bassendean WA 6054, Australia",115.9592258,-31.9047062,Great - Google,n/a,n/a
8612054,http://trove.nla.gov.au/work/8612054,"24 Hunter Street, Parramatta, NSW : historical archaeological assessment & proposed development impact assessment / Fiona Leslie & Peter Douglas","Leslie, Fiona",2004,2004,not found,not found,not found,not found,not found,0.08815135,"24 HUNTER STREET, PARRAMATTA, NSW","24 Hunter St, Parramatta NSW 2150, Australia",151.0005631,-33.8152787,Great - Google,n/a,n/a
26604460,http://trove.nla.gov.au/work/26604460,"Baseline archaeological assessment : 1 Hunter Street Parramatta NSW / Martin D. Carney and Fenella Atkinson, Archaeological Management & Consulting Group Pty. Ltd. for Andre Porebski and Associates","Carney, Martin D",2000,2000,not found,not found,not found,not found,not found,0.087241165,"1 HUNTER STREET, PARRAMATTA, NSW","1 Hunter St, Parramatta NSW 2150, Australia",150.9978815,-33.815093,Great - Google,n/a,n/a
228852419,http://trove.nla.gov.au/work/228852419,"Bathurst Base Hospital, 361 Howick Street Bathurst, NSW : Aboriginal archaeological test excavation report / Fiona Leslie [and] Peter Douglas","Leslie, Fiona",2006,2006,not found,not found,not found,not found,not found,0.085569784,"361 HOWICK STREET, BATHURST, NSW","361 Howick St, West Bathurst NSW 2795, Australia",149.5722696,-33.4061851,Great - Google,n/a,n/a
153847191,http://trove.nla.gov.au/work/153847191,"300 Queen Street archaeological report prepared for the Department of Housing and Construction by Allom Lovell & Associates Pty. Ltd. in association with Judy Birmingham, Archaeological Consultants, June 1984",Allom Lovell and Associates Pty. Ltd,1984,1984,not found,not found,not found,not found,not found,0.08545588,"300 QUEEN STREET, Sydney, NSW","300 Queen St, Campbelltown NSW 2560, Australia",150.8114694,-34.0701419,Great - Google,n/a,n/a
34296916,http://trove.nla.gov.au/work/34296916,"Baseline archaeological assessment : 30 George Street Liverpool, New South Wales / a report prepared for Sacco Builders Pty Ltd [by] Dominic Steele","Steele, Dominic",2000,2000,not found,not found,not found,not found,not found,0.0842011,"30 GEORGE STREET, LIVERPOOL, NSW","30 George St, Liverpool NSW 2170, Australia",150.9263416,-33.9172402,Great - Google,n/a,n/a
34367886,http://trove.nla.gov.au/work/34367886,"Accor Ibis Hotel site 700 Hunter Street Newcastle, NSW : interim report on archaeological test & salvage excavations at the site / Peter Douglas, Dan Tuck & Dominic Steele on behalf of Accor Asia Pacific","Douglas, Peter, archaeologist",2001,2001,not found,not found,not found,not found,not found,0.08371159,"700 HUNTER STREET, NEWCASTLE, NSW","700 Hunter St, Newcastle West NSW 2302, Australia",151.7632838,-32.926362,Great - Google,n/a,n/a
34353025,http://trove.nla.gov.au/work/34353025,"90 Werombi Road (lot 10 DP845474), 5 Smalls Road (lot 201 DP734620), Camden NSW : Aboriginal archaeological survey & assessment / Fiona Leslie","Leslie, Fiona",2005,2005,not found,not found,not found,not found,not found,0.082460634,"90 WEROMBI ROAD, Sydney, NSW","90 Werombi Rd, Grasmere NSW 2570, Australia",150.6732513,-34.0519325,Great - Google,n/a,n/a
234932558,http://trove.nla.gov.au/work/234932558,"Final archaeological report : 320-338 George Street, Sydney NSW : photographic report / Archaeological Management & Consulting Group for Hemmes Hermitage Pty Ltd","Carney, Martin,",2015,2015,not found,not found,not found,not found,not found,0.08193962,"320-338 GEORGE STREET, SYDNEY, NSW","320 George St, Sydney NSW 2000, Australia",151.2074783,-33.8663009,Great - Google,n/a,n/a
33948227,http://trove.nla.gov.au/work/33948227,"700 Hunter St., Newcastle, NSW : archaeological & development impact assessment of the 1844-81 West Newcastle Presbyterian & Roman Catholic Cemetery / prep. by Peter Douglas & Graham Wilson on behalf of Accor Asia Pacific","Douglas, Peter archaeologist",2001,2001,not found,not found,not found,not found,not found,0.08077256,"700 HUNTER ST, NEWCASTLE, NSW","700 Hunter St, Newcastle West NSW 2302, Australia",151.7632838,-32.926362,Great - Google,n/a,n/a
34296654,http://trove.nla.gov.au/work/34296654,"Archaeological assessment, 38 - 40 William Henry St. & 523 - 525 Harris St., Ultimo / report prepared for Lawrence Nield & Partners Australia Pty Ltd","Mider, Dana Jadwiga",1995,1995,not found,not found,not found,not found,not found,0.079165556,"38-40 WILLIAM HENRY ST, AUSTRAL, NSW","38 William Henry St, Ultimo NSW 2007, Australia",151.1978961,-33.8778956,Great - Google,n/a,n/a
30531576,http://trove.nla.gov.au/work/30531576,354-366 Church Street Paramatta [sic] NSW : archaeological & impact assessment required for development application 99/97 (Parramatta City Council) / prepared for Komodo Holdings Pty Ltd,"Atkinson, Fenella",2000,2000,not found,not found,not found,not found,not found,0.07907591,"354-366 CHURCH STREET, PARRAMATTA, NSW","354-366 Church St, Parramatta NSW 2150, Australia",151.0054412,-33.8098266,Great - Google,n/a,n/a
8179520,http://trove.nla.gov.au/work/8179520,"48 Station Street East, Harris Park NSW : historical archaeological & development impact assessment / Cosmos Coroneos & Peter Douglas","Coroneos, Cosmos",2004,2004,not found,not found,not found,not found,not found,0.07855997,"48 STATION STREET, HARRIS PARK, NSW","48 Station St E, Harris Park NSW 2150, Australia",151.0081357,-33.8205365,Great - Google,n/a,n/a
21013510,http://trove.nla.gov.au/work/21013510,"Bathurst Base Hospital, 361 Howick Street Bathurst NSW : historical archaelogical impact assessment & research design / Fiona Leslie & Peter Douglas","Leslie, Fiona",2005,2005,not found,not found,not found,not found,not found,0.07809686,"361 HOWICK STREET, BATHURST, NSW","361 Howick St, West Bathurst NSW 2795, Australia",149.5722696,-33.4061851,Great - Google,n/a,n/a
234937432,http://trove.nla.gov.au/work/234937432,"Lee Wharf development : square-about and Lot 24, Honeysuckle Drive, Newcastle, NSW : photographic report / Archaeological Management and Consulting Group Pty Ltd for Lee Wharf developments & Caverstock group","Carney, Martin",2012,2012,not found,not found,not found,not found,not found,0.07721714,"24 HONEYSUCKLE DRIVE, NEWCASTLE, NSW","24 Honeysuckle Dr, Newcastle NSW 2300, Australia",151.7659495,-32.9261916,Great - Google,n/a,n/a
26277952,http://trove.nla.gov.au/work/26277952,"Archaeological Recording and Excavation. Former AGL Site 38 Hickson Road Sydney, Rock Shelf at Rear",Anne Bickford Heritage Consultants,2003,2003,not found,not found,"[{u'linktype': u'fulltext', u'type': u'url', u'value': u'http://dx.doi.org/10.4227/11/5045828B7EF2E'}]",http://dx.doi.org/10.4227/11/5045828B7EF2E,fulltext,0.07674907,"38 HICKSON ROAD, SYDNEY, NSW","The Bond Apartments, 38 Hickson Rd, Millers Point NSW 2000, Australia",151.2032267,-33.8627643,Great - Google,n/a,n/a
19826452,http://trove.nla.gov.au/work/19826452,"115-117 Byng Street (lot 1 DP780817 & lot DP780818) Orange, NSW : historical archaeological impact assessment & research design / Fiona Leslie & Peter Douglas","Leslie, Fiona",2005,2005,not found,not found,not found,not found,not found,0.076493844,"115-117 BYNG STREET, ORANGE, NSW","115-117 Byng St, Orange NSW 2800, Australia",149.0999962,-33.2813033,Great - Google,n/a,n/a
17146729,http://trove.nla.gov.au/work/17146729,"Historical archaeological assessment of a proposed development site at 60 - 70 William Street, East Sydney, NSW : report prepared in partial support of an application to the NSW Heritage Council for an archaeological excavation permit under section 140 of the NSW Heritage Act / Dan Tuck & Peter Douglas on behalf of Zonie Constructions & Design & Weir & Phillips Architects and Heritage Consultants","Tuck, Dan",2002,2002,not found,not found,not found,not found,not found,0.07611246,"60-70 WILLIAM STREET, SYDNEY, NSW","60-70 William St, Woolloomooloo NSW 2011, Australia",151.2152732,-33.873853,Great - Google,n/a,n/a
35032742,http://trove.nla.gov.au/work/35032742,"Baseline archaeological assessment : Dawesleigh, 37 Lower Fort Street, Dawes Point, NSW / Ivana Vetta, Fenella Atkinson & Martin Carney","Vetta, Ivana",2007,2007,not found,not found,not found,not found,not found,0.07603773,"37 LOWER FORT STREET, DAWES POINT, NSW","37 Lower Fort St, Dawes Point NSW 2000, Australia",151.2068064,-33.8560644,Great - Google,n/a,n/a
33501027,http://trove.nla.gov.au/work/33501027,"Report on the archaeological investigation and monitoring programme during construction works at the Bushell's Building, 121-127 Harrington Street, The Rocks, N.S.W. / Edward Higginbotham for Charter Hall Holdings Pty Ltd","Higginbotham, Edward A. K",2000,2000,not found,not found,not found,not found,not found,0.073843405,"121-127 HARRINGTON STREET, THE ROCK, NSW","121-127 Harrington St, The Rocks NSW 2000, Australia",151.2065469,-33.8623055,Great - Google,n/a,n/a
153850967,http://trove.nla.gov.au/work/153850967,"Archaeological investigation of the cottage at 17 Casselden Place / Sharon Lane [and] du Cros and Associates ; a report to The Heritage and Environment Group, Australian Construction Services","Lane, Sharon",1995,1995,not found,not found,not found,not found,not found,0.07343222,"17 CASSELDEN PLACE, AUSTRAL, NSW","17 Casselden Pl, Melbourne VIC 3000, Australia",144.9710149,-37.8088632,Great - Google,n/a,n/a
31703186,http://trove.nla.gov.au/work/31703186,"1-9 Pyrmont Bridge road, Pyrmont : archaeological assessment ; report / prepared for Capitol Apartments Pty. Ltd. [by Godden Mackay]",Godden Mackay Pty. Ltd,1994,1994,not found,not found,not found,not found,not found,0.071230605,"1-9 PYRMONT BRIDGE ROAD, PYRMONT, NSW","1-9 Pyrmont Bridge Rd, Pyrmont NSW 2009, Australia",151.1971862,-33.8702026,Great - Google,n/a,n/a
11823156,http://trove.nla.gov.au/work/11823156,"Report on historical and archaeological investigation of the Hawkesbury Museum, 7 Thompson Square Windsor, N.S.W. / report prepared by Edward Higginbotham","Higgenbottom, Edward",1986,1986,not found,not found,not found,not found,not found,0.071003675,"7 THOMPSON SQUARE, WINDSOR, NSW","7 Thompson Square, Windsor NSW 2756, Australia",150.8224374,-33.6046146,Great - Google,n/a,n/a
213229652,http://trove.nla.gov.au/work/213229652,"2 Sturdee Avenue, Bulli, Illawarra Region, NSW : Historical archaeology test excavation report / report prepared for NSW Office of Environment & Heritage (Heritage Division) on behalf of Anglican Retirement Villages (ARV) [by Dan Tuck on behalf of] Mary Dallas Consulting Archaeologists","Tuck, Dan",2014,2014,not found,not found,not found,not found,not found,0.07005067,"2 STURDEE AVENUE, BULLI, NSW","2 Sturdee Ave, Bulli NSW 2516, Australia",150.9180627,-34.3260986,Great - Google,n/a,n/a
8673605,http://trove.nla.gov.au/work/8673605,"Historical archaeological assessment of 22-24 Pitt Street Parramatta NSW / Adam Ford, Graham Wilson & Peter Douglas, on behalf of Younis Corporation Pty Ltd","Ford, Adam",2003,2003,not found,not found,not found,not found,not found,0.0689535,"22-24 PITT STREET, PARRAMATTA, NSW","22-24 Pitt St, Parramatta NSW 2150, Australia",150.9974049,-33.816805,Great - Google,n/a,n/a
19594480,http://trove.nla.gov.au/work/19594480,"Archaeological monitoring and excavation of Noraville Homestead, 3 Elizabeth Drive, Noraville / prepared for Mr & Mrs John Hargraves","Hargraves, John",2004,2004,not found,not found,not found,not found,not found,0.06800849,"3 ELIZABETH DRIVE, HARGRAVES, NSW","3 Elizabeth Dr, Noraville NSW 2263, Australia",151.5620357,-33.267334,Great - Google,n/a,n/a
30476776,http://trove.nla.gov.au/work/30476776,"Historical archaeological assessment of 485-511 Wattle Street Ultimo NSW : a report prepared in partial compliance with South Sydney City Council's requirements for a development application for the site / Peter Douglas & Dan Tuck, on behalf of Harliwich Investments Pty Ltd","Douglas, Peter archaeologist",2002,2002,not found,not found,not found,not found,not found,0.06797845,"485-511 WATTLE STREET, SYDNEY, NSW","485-511 Wattle St, Ultimo NSW 2007, Australia",151.1978596,-33.8835903,Great - Google,n/a,n/a
30405447,http://trove.nla.gov.au/work/30405447,"Historical archaeological assessment of the former site of castlefield house at 24-26 Imperial Avenue Bondi, NSW : a report prepared on behalf of Eastern Suburbs Constructions Pty Ltd in support of an application to the NSW Heritage Council for consent to proceed with development at the site pending archival recording of an underground cistern discovered during bulk excavation / Peter Douglas","Douglas, Peter archaeologist",2002,2002,not found,not found,not found,not found,not found,0.06766071,"24-26 IMPERIAL AVENUE, BONDI, NSW","24-26 Imperial Ave, Bondi NSW 2026, Australia",151.2666697,-33.8936764,Great - Google,n/a,n/a
20933478,http://trove.nla.gov.au/work/20933478,"The archaeological investigation of 'Greencliffe', 51-53 Kirribilli Avenue Kirribilli / Casey and Lowe Associates",Casey & Lowe Associates,1995,1995,not found,not found,not found,not found,not found,0.06516021,"51-53 KIRRIBILLI AVENUE, KIRRIBILLI, NSW","51-53 Kirribilli Ave, Kirribilli NSW 2061, Australia",151.2143078,-33.8493561,Great - Google,n/a,n/a
34515741,http://trove.nla.gov.au/work/34515741,684 Hunter Street Newcastle West NSW former Palais Royale Site : historical archaeological & Development impact assessment / Peter Douglas,"Douglas, Peter archaeologist",2004,2004,not found,not found,not found,not found,not found,0.06411953,"684 HUNTER STREET, NEWCASTLE, NSW","684 Hunter St, Newcastle West NSW 2302, Australia",151.7636129,-32.9264916,Great - Google,n/a,n/a
172046263,http://trove.nla.gov.au/work/172046263,Archaeological assessment of the retaining walls : 21 Brown St Newcastle / prepared by Insite Heritage,Insite Heritage,2006,2006,not found,not found,not found,not found,not found,0.06406595,"21 BROWN ST, NEWCASTLE, NSW","21 Brown St, Newcastle NSW 2300, Australia",151.7774338,-32.9280958,Great - Google,n/a,n/a
229003820,http://trove.nla.gov.au/work/229003820,"Baseline archaeological assessment : 110 Church Street, Newcastle NSW / Nicole Trapnell and Martin Carney from Archaeological Management & Consulting Group for T. & D. Wright","Trapnell, Nicole",2011,2011,not found,not found,not found,not found,not found,0.061972767,"110 CHURCH STREET, NEWCASTLE, NSW","110 Church St, The Hill NSW 2300, Australia",151.7763895,-32.9282199,Great - Google,n/a,n/a
20730086,http://trove.nla.gov.au/work/20730086,"59-63 Grose St, North Parramatta, NSW : historical archaeological and development impact assessment / Adam Paterson, Fiona Leslie & Peter Douglas","Paterson, Adam, 1980-",2005,2005,not found,not found,not found,not found,not found,0.0619352,"59-63 GROSE ST, NORTH PARRAMATTA, NSW","59 Grose St, North Parramatta NSW 2151, Australia",151.010455,-33.807551,Great - Google,n/a,n/a
20812926,http://trove.nla.gov.au/work/20812926,"Flat Rock 1, Aboriginal rock art site (Site 7324/013) : a detailed recording of the art and its context, with an assessment of its archaeological significance / by R.G. Gunn","Gunn, R. G",1987,1987,not found,not found,not found,not found,not found,0.061709017,"1 ABORIGINAL ROCK ART, Sydney, NSW","22-24 Military Rd, North Bondi NSW 2026, Australia",151.2855106,-33.8861999,Great - Google,n/a,n/a
159510283,http://trove.nla.gov.au/work/159510283,"213 Burwood Road Burwood, NSW : historical archaeological & development impact assessment / Archaeological & Heritage Management Solutions",Archaeological & Heritage Management Solutions,2003,2003,not found,not found,not found,not found,not found,0.059726257,"213 BURWOOD ROAD, BURWOOD, NSW","213 Burwood Rd, Burwood NSW 2134, Australia",151.1019336,-33.8833926,Great - Google,n/a,n/a
30473611,http://trove.nla.gov.au/work/30473611,"213 Burwood Road, Burwood, NSW : historical archaeological & development impact assessment / Fiona Leslie and Peter Douglas","Leslie, Fiona",2003,2003,not found,not found,not found,not found,not found,0.058995333,"213 BURWOOD ROAD, BURWOOD, NSW","213 Burwood Rd, Burwood NSW 2134, Australia",151.1019336,-33.8833926,Great - Google,n/a,n/a
22070609,http://trove.nla.gov.au/work/22070609,"Report on the archaeological excavations in advance of cable laying on the site of the telephone exchange : 21A George Street, Parramatta, N.S.W. 1992 / E. Higginbotham","Higginbotham, Edward A. K",1993,1993,not found,not found,not found,not found,not found,0.05889365,"21A GEORGE STREET, PARRAMATTA, NSW","21 George St, Parramatta NSW 2150, Australia",151.0025197,-33.8136458,Great - Google,n/a,n/a
184808805,http://trove.nla.gov.au/work/184808805,"Archaeological monitoring and recording : 61-65 Lane Cove Road, Including the former Baptist Cemetery, Ryde, NSW. Phase II/Final Report. / Natalie Blake ; Archaeological Management & Consulting Group Pty Ltd for Northcross Christian School",Archaeological Management & Consulting Group,2010,2010,not found,not found,not found,not found,not found,0.05885516,"61-65 LANE COVE, RYDE, NSW","61-65 Lane Cove Rd, Ryde NSW 2112, Australia",151.1114748,-33.8061562,Great - Google,n/a,n/a
20932326,http://trove.nla.gov.au/work/20932326,"Archaeological investigation 'Jobbins building', 103-111 Gloucester Street, The Rocks, Sydney / E. C. J. Lydon [for] Sydney Cove Authority","Lydon, E. C. J",1993,1993,not found,not found,not found,not found,not found,0.057459693,"103-111 GLOUCESTER STREET, SYDNEY, NSW","103 Gloucester St, The Rocks NSW 2000, Australia",151.206851,-33.8603934,Great - Google,n/a,n/a
31994603,http://trove.nla.gov.au/work/31994603,"Lots 12 and 4/24 Lee Wharf, Newcastle : archaeological monitoring program  final report / prepared for Lee Wharf Developments Pty Ltd [by] Godden Mackay Logan Heritage Consultants",Godden Mackay Logan,2006,2006,not found,not found,not found,not found,not found,0.055916034,"24 LEE WHARF, NEWCASTLE, NSW","4 Honeysuckle Dr, Newcastle NSW 2300, Australia",151.7701349,-32.9257718,Great - Google,n/a,n/a
32712364,http://trove.nla.gov.au/work/32712364,"Archaeological assessment and historical context of 66 Selwyn Street Merewether : report / by Angela Besant, Insite Heritage and Cynthia Hunter","Besant, Angela",2000,2000,not found,not found,not found,not found,not found,0.054767463,"66 SELWYN STREET, MEREWETHER, NSW","66 Selwyn St, Merewether NSW 2291, Australia",151.7445739,-32.9409791,Great - Google,n/a,n/a
30547095,http://trove.nla.gov.au/work/30547095,"Archaeological & impact assessment for Letraset House, 346-348 Kent St., Sydney / prepared for Watermark on behalf of Conset Investments Pty Ltd",Archaeological & Heritage Management Solutions (Firm),2000,2000,not found,not found,not found,not found,not found,0.054700688,"346-348 KENT ST, SYDNEY, NSW","346-348 Kent St, Sydney NSW 2000, Australia",151.2049561,-33.8698531,Great - Google,n/a,n/a
213228876,http://trove.nla.gov.au/work/213228876,"Archaeological assessment, No. 9 Harbour Street, Wollongong NSW / Meredith Hutton, [Michael Organ] ; prepared for M. & A. Young","Hutton, Meredith",2000,2000,not found,not found,not found,not found,not found,0.05333718,"9 HARBOUR STREET, WOLLONGONG, NSW","9 Harbour St, Wollongong NSW 2500, Australia",150.9040334,-34.4226321,Great - Google,n/a,n/a
20933649,http://trove.nla.gov.au/work/20933649,"Archaeological investigation, the Glenmore Hotel, 96-98 Cumberland Street, The Rocks, Sydney / E. C. J. Lydon [for] Sydney Cove Authority","Lydon, E. C. J",1993,1993,not found,not found,not found,not found,not found,0.052689023,"96-98 CUMBERLAND STREET, SYDNEY, NSW","96-98 Cumberland St, The Rocks NSW 2000, Australia",151.207435,-33.8586684,Great - Google,n/a,n/a
230155786,http://trove.nla.gov.au/work/230155786,"Final archaeological report : Kirkwood House, James Fletcher Hospital, 15 Church Street, Newcastle / Kevin Hickson, Ivana Vette, and Martin Carney ; Archaeological Management & Consulting Group Pty Ltd for NSW Department of Commerce Newcastle & Hunter - New England Health","Hickson, Kevin",2012,2012,not found,not found,not found,not found,not found,0.052348003,"15 CHURCH STREET, NEWCASTLE, NSW","15 Church St, Newcastle NSW 2300, Australia",151.781487,-32.9300502,Great - Google,n/a,n/a
177226161,http://trove.nla.gov.au/work/177226161,"Archaeological assessment : 75 William Street, Brisbane / by Gordon Grimwade ...[et al.]",not found,1997,1997,not found,not found,not found,not found,not found,0.05198195,"75 WILLIAM STREET, Sydney, NSW","75 William St, Darlinghurst NSW 2010, Australia",151.2155267,-33.8744136,Great - Google,n/a,n/a
27685953,http://trove.nla.gov.au/work/27685953,"Report on the archaeological monitoring programme of 85-91 Goulburn Street, Sydney, NSW / Edward Higginbotham for Cityhirise Pty Ltd","Higginbotham, Edward A. K",2002,2002,not found,not found,not found,not found,not found,0.04993441,"85-91 GOULBURN STREET, SYDNEY, NSW","85-91 Goulburn St, Haymarket NSW 2000, Australia",151.2079963,-33.8783944,Great - Google,n/a,n/a
22070724,http://trove.nla.gov.au/work/22070724,"Report on the archaeological monitoring programme during redevelopment of 25 Sorrell Street, Parramatta, N.S.W. / E. Higginbotham with Kevin Hickson","Higginbotham, Edward A. K",1993,1993,not found,not found,not found,not found,not found,0.048415586,"25 SORRELL STREET, PARRAMATTA, NSW","25 Sorrell St, Parramatta NSW 2150, Australia",151.0069534,-33.8074529,Great - Google,n/a,n/a
228937912,http://trove.nla.gov.au/work/228937912,"Baseline archaeological assessment : 39 Tyrrell Street, The Hill, Newcastle NSW / Kelly Strickland from Archaeological Management & Consulting Group for Freedom Homes on behalf of Mr & Mrs R. Smith","Strickland, Kelly,",2014,2014,not found,not found,not found,not found,not found,0.046913996,"39 TYRRELL STREET, NEWCASTLE, NSW","39 Tyrrell St, The Hill NSW 2300, Australia",151.7781145,-32.9303128,Great - Google,n/a,n/a
7588110,http://trove.nla.gov.au/work/7588110,"An Archaeological surface assessment of 24 Crebert Street Mayfield, Newcastle / prepared for Palmer Bruyn and Parker Prt Ltd  by Iain Stuart, Archaeologist HLA-Envirosciences Pty Limited","Stuart, Iain",1998,1998,not found,not found,not found,not found,not found,0.043160696,"24 CREBERT STREET, MAYFIELD, NSW","24 Crebert St, Mayfield East NSW 2304, Australia",151.7506419,-32.8955192,Great - Google,n/a,n/a
22070453,http://trove.nla.gov.au/work/22070453,"Historical and archaeological assessment of former McWilliams Wines premises, 55 Pyrmont Bridge Road, Pyrmont, N.S.W. / E. Higginbotham for Masterplan Consultants on behalf of City West Centre","Higginbotham, Edward A. K",1994,1994,not found,not found,not found,not found,not found,0.043160696,"55 PYRMONT BRIDGE ROAD, PYRMONT, NSW","55 Pyrmont Bridge Rd, Pyrmont NSW 2009, Australia",151.1946724,-33.8723422,Great - Google,n/a,n/a
233106876,http://trove.nla.gov.au/work/233106876,Archaeological report : 28-30 Bolton Street Newcastle NSW / prepared by Umwelt (Australia) Pty. Ltd. on behalf of EG Funds Management,Umwelt (Australia) Pty. Ltd.,2018,2018,not found,not found,not found,not found,not found,0.042734757,"28-30 BOLTON STREET, AUSTRAL, NSW","28 Bolton St, Newcastle NSW 2300, Australia",151.7823726,-32.92815,Great - Google,n/a,n/a
69802547,http://trove.nla.gov.au/work/69802547,"Heritage impact statement on archaeological remains : 33 Vista Parade, Kotara / prepared for Our Town Real Estate ; report by: HLA-Envirosciences","Stuart, Iain",2005,2005,not found,not found,not found,not found,not found,0.042489007,"33 VISTA PARADE, KOTARA, NSW","33 Vista Parade, Kotara NSW 2289, Australia",151.7004403,-32.9494269,Great - Google,n/a,n/a
229065633,http://trove.nla.gov.au/work/229065633,"A report on an archaeological survey of area 106, Victoria Highway 268-282 km, Norhtern Territory / prepared for Department of Transport and Works prepared by Kinhill Engineers Pty Ltd",Kinhill Engineers,1994,1994,not found,not found,not found,not found,not found,0.04090582,"106 VICTORIA HIGHWAY, Sydney, NSW","106 Victoria Rd, Rozelle NSW 2039, Australia",151.1709926,-33.8651148,Great - Google,n/a,n/a
31683400,http://trove.nla.gov.au/work/31683400,"Report on the archaeological monitoring programme during redevelopment of the former McWilliams Wines premises, 55 Pyrmont Bridge Road, Pyrmont, N.S.W. / Edward Higginbotham for City West Centre","Higginbotham, Edward A. K",1994,1994,not found,not found,not found,not found,not found,0.039245088,"55 PYRMONT BRIDGE ROAD, PYRMONT, NSW","55 Pyrmont Bridge Rd, Pyrmont NSW 2009, Australia",151.1946724,-33.8723422,Great - Google,n/a,n/a
9133376,http://trove.nla.gov.au/work/9133376,"Survey for aboriginal archaeological sites at Lot 7, Johnston Street, Pitt Town, NSW : a report to R. A. Cole Town Planning Pty Ltd / by Denis Byrne","Byrne, Denis (Denis Richard), 1949-",1987,1987,not found,not found,not found,not found,not found,0.039160095,"7 JOHNSTON STREET, PITT TOWN, NSW","7 Johnston St, Pitt Town NSW 2756, Australia",150.859448,-33.5740235,Great - Google,n/a,n/a
160038439,http://trove.nla.gov.au/work/160038439,"Report on the archaeological monitoring programme during redevelopment of 195-199 Rochford Street, Erskineville, N.S.W. / Edward Higginbotham for Department of Housing, N.S.W","Higginbotham, Edward A. K",1996,1996,not found,not found,not found,not found,not found,0.035655405,"195-199 ROCHFORD STREET, ERSKINEVILLE, NSW","195-199 Rochford St, Erskineville NSW 2043, Australia",151.1810398,-33.9043081,Great - Google,n/a,n/a
186351311,http://trove.nla.gov.au/work/186351311,"Historical and archaeological assessment of proposed development, Marsfield Aged Care Facility : 14 Vincentia Street, Marsfield N.S.W / Edward Higginbotham for Tully Architects Pty Ltd ; Southern Cross Homes (N.S.W) Pty Ltd","Higginbotham, Edward",2002,2002,not found,not found,not found,not found,not found,0.033489287,"14 VINCENTIA STREET, MARSFIELD, NSW","Southern Cross Village, 14 Vincentia St, Marsfield NSW 2122, Australia",151.1044204,-33.781042,Great - Google,n/a,n/a
34169163,http://trove.nla.gov.au/work/34169163,"Assessment of the historical archaeology of a boatshed at 117 Brighton Avenue, Toronto, NSW / prepared by Umwelt (Australia) Pty Limited",Umwelt (Australia),2002,2002,not found,not found,not found,not found,not found,0.03182237,"117 BRIGHTON AVENUE, AUSTRAL, NSW","117 Brighton Ave, Toronto NSW 2283, Australia",151.6009536,-33.0166382,Great - Google,n/a,n/a
32662854,http://trove.nla.gov.au/work/32662854,"Historical and archaeological assessment of the Christian Science Church site, 16-18 Smith Street, Parramatta, N.S.W. / Edward Higginbotham ; for Century Investment Corporation, S P Grant Constructions Pty Ltd","Higginbotham, Edward A. K",1998,1998,not found,not found,not found,not found,not found,0.028337905,"16-18 SMITH STREET, PARRAMATTA, NSW","16 Smith St, Parramatta NSW 2150, Australia",151.0064759,-33.8150191,Great - Google,n/a,n/a
