ID,Title,site_name,Short_site_name,Author,Organisation,Client,Year,item_link,Document Type,NSW Historic Theme,Original Document Quality,Contributor,Site Location,County,LGA,Address (export),Verified Address,Longitude,Latitude,Location Confidence,Suburb
1278,"Precis of Archival Research, North Head Quarantine Station. With Recommendations for Further Research and Archaeological Work.","Quarantine Station, North Head",Quarantine Station,Thorp W. | ,,National Parks and Wildlife Service,1982,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13446_ID_Thorp1982NorthHeadQuarantineStationArchAssess.pdf;query=;brand=default,Survey/Assessment,Health | Migration | Welfare | ,Original master copy,Wendy Thorp Collection,"North Head, North Head Scenic Drive, Manly, NSW",Cumberland,Manly Council,No Street Address,not verified,not known,not known,unknown,[]
323,"Archival Report: The Quarantine Station, North Head, Sydney 1832 - 1983.","Quarantine Station, North Head",Quarantine Station,Thorp W. | ,,National Parks and Wildlife Service,1983,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13864_ID_Thorp1983QuarantineStationNorthHeadArchAssess.pdf;query=;brand=default,Survey/Assessment,Health | Migration | Welfare | ,Original master copy,Wendy Thorp Collection,"North Head, North Head Scenic Drive, Manly, New South Wales",Cumberland,Manly Council,No Street Address,not verified,not known,not known,unknown,['SYDNEY']
1280,"Preliminary Analysis of European Rock Engravings recorded at North Head Quarantine Station, Sydney 1983.","Quarantine Station, North Head",Quarantine Station,Thorp W. | ,Australian Archaeological Resources | ,National Parks and Wildlife Service,1983,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13869_ID_Thorp1983EuroRockEngravingsQuarantineStationArchAssess.pdf;query=;brand=default,Survey/Assessment,Health | Migration | Welfare | ,Original master copy,Wendy Thorp Collection,"North Head, North Head Scenic Drive, Manly, NSW",Cumberland,Manly Council,No Street Address,not verified,not known,not known,unknown,['SYDNEY']
1621,"Sydney Harbour National Park Quarantine Station, Proposed Inground Services Upgrade. Archaeological Survey for Historic Remains.","Quarantine Station, North Head",Quarantine Station,,"Anne Bickford and Associates, Heritage Consultants | ",Woolacotts Consulting Engineers,1997,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13027_ID_BickfordAssoc1997QuarantineStnArchSurvey.pdf;query=;brand=default,Survey/Assessment,Health | Migration | Welfare | ,Original master copy,Anne Bickford Collection,"Sydney Harbour National Park, Quarantine Station, North Head, Sydney.",Cumberland,Manly Council,No Street Address,not verified,not known,not known,unknown,['SYDNEY']
119,Archaeological Assessment Historic Buildings Queen Street Precinct Campbelltown.,"Queen Street Precinct, Campbelltown",Queen Street Precinct,Thorp W. | ,Wendy Thorp | ,Orwell and Peter Phillips Architects,2012,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13721_ID_ThorpNDHistBldingsQueenStPrecinctCambelltownArchAssess.pdf;query=;brand=default,Heritage/Conservation,"Accommodation | Commerce | Environment - cultural landscape | Towns, suburbs and villages | ",Original master copy | Original master copy,Wendy Thorp Collection,"Queen Street, Campbelltown, NSW",Cumberland,Campbelltown City Council,No Street Address,not verified,not known,not known,unknown,['CAMPBELLTOWN']
1324,Queens Wharf Reserve Parramatta. Windmills of Parramatta. Archaeological Assessment.,"Queens Wharf Reserve, Parramatta",Queens Wharf Reserve,Varman R.V.J. | ,,Parramatta City Council,1996,http://nswaol.library.usyd.edu.au/view?docId=pdfs/16162_ID_Varman1996QueensWharfWindmillsOfParramattaArchAssess.pdf;query=;brand=default,Survey/Assessment,,Photocopy | Poor quality image reproduction,Robert V. J. Varman Collection,"George Street, Parramatta",Cumberland,Parramatta City Council,No Street Address,not verified,not known,not known,unknown,['PARRAMATTA']
1325,Queens Wharf Reserve Parramatta. Windmills of Parramatta. Archaeological Assessment. [Colour version 1 of 4 pdfs],"Queens Wharf Reserve, Parramatta",Queens Wharf Reserve,Varman R.V.J. | ,,Parramatta City Council,1996,http://nswaol.library.usyd.edu.au/view?docId=pdfs/15517_ID_Varman1996QueensWharfWindmillsOfParramattaArchAssessColour1of4.pdf;query=;brand=default,Survey/Assessment,,Photocopy | Poor quality image reproduction,Robert V. J. Varman Collection,"George Street, Parramatta",Cumberland,Parramatta City Council,No Street Address,not verified,not known,not known,unknown,['PARRAMATTA']
1326,Queens Wharf Reserve Parramatta. Windmills of Parramatta. Archaeological Assessment. [Colour version 2 of 4 pdfs],"Queens Wharf Reserve, Parramatta",Queens Wharf Reserve,Varman R.V.J. | ,,Parramatta City Council,1996,http://nswaol.library.usyd.edu.au/view?docId=pdfs/15491_ID_Varman1996QueensWharfWindmillsOfParramattaArchAssessColour2of4.pdf;query=;brand=default,Survey/Assessment,,Photocopy | Poor quality image reproduction,Robert V. J. Varman Collection,"George Street, Parramatta",Cumberland,Parramatta City Council,No Street Address,not verified,not known,not known,unknown,['PARRAMATTA']
1327,Queens Wharf Reserve Parramatta. Windmills of Parramatta. Archaeological Assessment. [Colour version 3 of 4 pdfs],"Queens Wharf Reserve, Parramatta",Queens Wharf Reserve,Varman R.V.J. | ,,Parramatta City Council,1996,http://nswaol.library.usyd.edu.au/view?docId=pdfs/15510_ID_Varman1996QueensWharfWindmillsOfParramattaArchAssessColour3of4.pdf;query=;brand=default,Survey/Assessment,,Photocopy | Poor quality image reproduction,Robert V. J. Varman Collection,"George Street, Parramatta",Cumberland,Parramatta City Council,No Street Address,not verified,not known,not known,unknown,['PARRAMATTA']
1328,Queens Wharf Reserve Parramatta. Windmills of Parramatta. Archaeological Assessment. [Colour version 4 of 4 pdfs],"Queens Wharf Reserve, Parramatta",Queens Wharf Reserve,Varman R.V.J. | ,,Parramatta City Council,1996,http://nswaol.library.usyd.edu.au/view?docId=pdfs/15533_ID_Varman1996QueensWharfWindmillsOfParramattaArchAssessColour4of4.pdf;query=;brand=default,Survey/Assessment,,Photocopy | Poor quality image reproduction,Robert V. J. Varman Collection,"George Street, Parramatta",Cumberland,Parramatta City Council,No Street Address,not verified,not known,not known,unknown,['PARRAMATTA']
318,"Archival Photographic Record, Derelict Square Brick Building with Metal Tower at Railway Bridge, Norton Street Leichhardt NSW.","Railway Bridge, Norton Street Leichhardt ",Railway Bridge,,"Anne Bickford and Associates, Heritage Consultants | ",RTA Project Management Services,1997,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13040_ID_BickfordAssoc1997DerelictSqBrickBldingLeichhardtPhotoRcd.pdf;query=;brand=default,Heritage/Conservation,Transport | Utilities | ,Original master copy,Anne Bickford Collection,"Railway Bridge Norton Street, Leichhardt NSW",Cumberland,Leichhardt Municipal Council,No Street Address,not verified,not known,not known,unknown,['LEICHHARDT']
803,"Historical Analysis: RAN Stores, Rydalmere.","RAN Stores, Rydalmere",RAN Stores,Thorp W. | ,,,1996,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13669_ID_Thorp1996RANStoresRydalmereHistoricalRpt.pdf;query=;brand=default,Historical Research,Agriculture | Commerce | Defence | Domestic life | ,Original master copy,Wendy Thorp,Rydalmere,Cumberland,Parramatta City Council,No Street Address,not verified,not known,not known,unknown,['RYDALMERE']
110,Archaeological Assessment Former Randwick Tramway Workshops and Randwick Bus Depot.,Randwick Bus Depot,Randwick Bus Depot,Thorp W. | ,Wendy Thorp | ,Public Works Department of New South Wales,1994,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13500_ID_Thorp1994RandwickTramWkshpAndBusDepotArchAssess.pdf;query=;brand=default,Survey/Assessment,"Towns, suburbs and villages | Transport | ",Original master copy,Wendy Thorp Collection,"King Street, Randwick, Sydney",Cumberland,Randwick City Council,No Street Address,not verified,not known,not known,unknown,['RANDWICK']
1338,Randwick Naval Stores and Small Arms Factory Archival Analysis.,Randwick Naval Stores,Randwick Naval Stores,Thorp W. | ,Cultural Resources Management | ,Graham Brooks and Associates,1998,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13695_ID_Thorp1998RandwickNavalStoresHistoricalRpt.pdf;query=;brand=default,Historical Research,"Defence | Government and administration | Towns, suburbs and villages | ",Original master copy | Original master copy,Wendy Thorp Collection,"Holme and Avoca Streets, Randwick",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,['RANDWICK']
815,Historical and Archaeological Assessment of the site of the Reverend Samuel Marsden's Seminary for Maoris at Parramatta.,"Rangihou Reserve, Parramatta",Rangihou Reserve,Yarwood A.T. | Douglas P. | ,,Te Iwi Maori Inc. (NSW),1994,http://nswaol.library.usyd.edu.au/view?docId=pdfs/22530_ID_Yarwood1994SiteofReverendSamuelMarsdensSeminaryforMaorisArchAss.pdf;query=;brand=default,Survey/Assessment,,Photocopy,Heritage Branch Library Collection,"Nos. 9 and 11 New Zealand Street, Parramatta NSW",Cumberland,Parramatta City Council,"11 NEW ZEALAND, not known, NSW",not verified,not known,not known,unknown,['PARRAMATTA']
1623,A Tale of Two Privies: Techniques for the Recovery of Organic Remains from Australian Latrine Deposits.,"Regentville, Mullgoa",Regentville,Everett C. | ,University of Sydney | ,,1994,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13058_ID_Everett1994OrganicRemainsInLatrinesStudentThesis.pdf;query=;brand=default,Thesis/Student paper,Health | Utilities | ,Original master copy,USyD SOPHI Theses Library,Regentville & The Rocks. Sydney,Cumberland,,No Street Address,not verified,not known,not known,unknown,
1350,Regentville: An Historical Archaeological Study. An Australian Local History Using Non-documentary Evidence.,"Regentville, Mullgoa",Regentville,Wilson A. | ,University of Sydney | ,,1982,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13916_ID_Wilson1982RegentvilleHistArchUGStudentPaper.pdf;query=;brand=default,Thesis/Student paper,Agriculture | Domestic life | Education | Industry | ,Photocopy,Ian Jack Collection,"Mulgoa Valley, Penrith",Cumberland,Penrith City Council,No Street Address,not verified,not known,not known,unknown,"['REGENTVILLE', 'AUSTRAL']"
1354,Regentville Archaeological Report 1989-90: Fifth Interim Report. Volume 1. The 1989-1990 Field Programme.,"Regentville, Mullgoa",Regentville,Birmingham J. | Wilson A. | ,,National Estate Grants Programme | Heritage and Conservation Branch of NSW,1991,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13018_ID_BirminghamWilson1991Regentville5thInterimExcavRpt.pdf;query=;brand=default,Excavation Report,"Domestic life | Towns, suburbs and villages | ",Photocopy | Poor quality image reproduction,Judy Birmingham Collection,Mulgoa Valley,,Penrith City Council,No Street Address,not verified,not known,not known,unknown,['REGENTVILLE']
1355,Regentville Interim Report 3. The 1987 Field and Analysis Programme 1987.,"Regentville, Mullgoa",Regentville,Birmingham J. | Wilson A. | ,,National Estate Grants Programme | Heritage and Conservation Branch of NSW,1987,http://nswaol.library.usyd.edu.au/view?docId=pdfs/12986_ID_BirminghamWilson1987Regentville3rdInterimExcavRpt.pdf;query=;brand=default,Excavation Report,"Domestic life | Towns, suburbs and villages | ",Photocopy | Poor quality image reproduction,Judy Birmingham Collection,Mulgoa Valley,,Penrith City Council,No Street Address,not verified,not known,not known,unknown,['REGENTVILLE']
1357,Regentville. Interim Report 4. The 1988 Field Programme.,"Regentville, Mullgoa",Regentville,Birmingham J. | Wilson A. | Arnold N | ,,National Estate Grants Programme | Heritage and Conservation Branch of NSW,1989,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13011_ID_BirminghamWilsonArnold1989Regentville4thInterimExcavRpt.pdf;query=;brand=default,Excavation Report,"Domestic life | Towns, suburbs and villages | ",Photocopy | Poor quality image reproduction,Judy Birmingham Collection,Mulgoa Valley,,Penrith City Council,No Street Address,not verified,not known,not known,unknown,['REGENTVILLE']
1358,Regentville Joint Field Project. Artefact Analysis. Interim Report 1.,"Regentville, Mullgoa",Regentville,Birmingham J. | Wilson A. | ,,National Estate Grants Programme | Heritage and Conservation Branch of NSW,1987,http://nswaol.library.usyd.edu.au/view?docId=pdfs/12989_ID_BirminghamWilson1987RegentvilleInterimRpt1ArtefactAnalysis.pdf;query=;brand=default,Artefact Report,"Domestic life | Towns, suburbs and villages | ",Photocopy,Judy Birmingham Collection,Mulgoa Valley,,Penrith City Council,No Street Address,not verified,not known,not known,unknown,['REGENTVILLE']
317,Archival Investigation and Archaeological Assessment: Rivercentre Site Parramatta.,"Rivercentre site, Parramatta",Rivercentre site,Thorp W. | ,,Rivercentre Pty Ltd,1989,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13452_ID_Thorp1989RivercentreSiteParramattaArchAssess.pdf;query=;brand=default,Survey/Assessment,"Commerce | Domestic life | Towns, suburbs and villages | ",Original master copy,Wendy Thorp Collection,"Block bounded by Marsden, Phillip and Church Streets, Parramatta.",Cumberland,Parramatta City Council,No Street Address,not verified,not known,not known,unknown,['PARRAMATTA']
831,Historical Archaeological Survey of Robertson Park to locate the Remains of the Clovelly Estate.,"Robertson Park, Clovelly",Robertson Park,Comber J. | Powell A. | ,Jillian Comber Consultant Archaeologist | ,Woollahra Municipal Council,1991,http://nswaol.library.usyd.edu.au/view?docId=pdfs/22532_ID_Comber1991RobertsonParktoLocateClovellyEstateArchAss.pdf;query=;brand=default,Survey/Assessment,,Photocopy,Heritage Branch Library Collection,"Robertson Park, The Gap, Watson Bay",Cumberland,Woollahra Municipal Council,No Street Address,not verified,not known,not known,unknown,['CLOVELLY']
229,Archaeological Monitoring of Historic Sites for the Rouse Hill Infrastructure Project (Stage 1) Works.,Rouse Hill,Rouse Hill,Casey M. | ,Casey & Lowe Associates | Brayshaw McDonald Pty Ltd | ,Rouse Hill Infrastructure Project,1994,http://nswaol.library.usyd.edu.au/view?docId=pdfs/22291_ID_Casey1994RouseHillArchMon.pdf;query=;brand=default,Excavation Report,,Original master copy,Casey & Lowe Pty Ltd Collection,"Old Windsor Rd, between Guntawong Rd and Meurants Lane/Seven Hills Rd",Cumberland,The Hills Shire Council,No Street Address,not verified,not known,not known,unknown,['ROUSE HILL']
595,Early Settlement Site. North-West Corner Land at the Junction of Withers Road and Caddies Creek. [Rouse Hill],Rouse Hill,Rouse Hill,Varman R.V.J. | ,,Mrs Denise Hofman,1997,http://nswaol.library.usyd.edu.au/view?docId=pdfs/16203_ID_Varman1997EarlySettlementWithersRdRouseHIllArchAssess.pdf;query=;brand=default,Survey/Assessment,,Photocopy | Poor quality image reproduction,Robert V. J. Varman Collection,"Withers Road, Rouse Hill",Cumberland,The Hills Shire Council,No Street Address,not verified,not known,not known,unknown,['ROUSE HILL']
596,Early Settlement Site. North-West Corner Land at the Junction of Withers Road and Caddies Creek. [Rouse Hill] [Colour version 1 of 1 pdfs],Rouse Hill,Rouse Hill,Varman R.V.J. | ,,Mrs Denise Hofman,1997,http://nswaol.library.usyd.edu.au/view?docId=pdfs/15594_ID_Varman1997EarlySettlementWithersRdRouseHIllArchAssessColour1of1.pdf;query=;brand=default,Survey/Assessment,,Photocopy | Poor quality image reproduction,Robert V. J. Varman Collection,"Withers Road, Rouse Hill",Cumberland,The Hills Shire Council,No Street Address,not verified,not known,not known,unknown,['ROUSE HILL']
834,Historical Archaeological Survey of the Rouse Hill Infrastructure Project (Stage 1) Works .,Rouse Hill,Rouse Hill,Casey M. | Lowe A. | ,Casey & Lowe Associates | Brayshaw McDonald Pty Ltd | ,Rouse Hill Infrastructure Project,1993,http://nswaol.library.usyd.edu.au/view?docId=pdfs/22295_ID_CaseyLowe1993RouseHillArchAssess.pdf;query=;brand=default,Survey/Assessment,,Original master copy,Casey & Lowe Pty Ltd Collection,"Old Windsor Rd and Windsor Rd, between Guntawong Rd and Meurants Lane/Seven Hills Rd",Cumberland,The Hills Shire Council,No Street Address,not verified,not known,not known,unknown,['ROUSE HILL']
835,Historical Archaeological Survey of the Rouse Hill Infrastructure Project (Stage 1) Works. Additional Sites.,Rouse Hill,Rouse Hill,Casey M. | Lowe A. | ,Casey & Lowe Associates | ,Brayshaw McDonald Pty Ltd,1993,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13068_ID_CaseyLowe1993RouseHillInfraProjectStg1AddSitesSurvey.pdf;query=;brand=default,Survey/Assessment,Accommodation | Agriculture | Domestic life | ,Photocopy | Poor quality image reproduction,Ian Jack Collection,Rouse Hill,Cumberland,Blacktown City Council,No Street Address,not verified,not known,not known,unknown,['ROUSE HILL']
836,Historical Archaeological Survey of the Rouse Hill Infrastructure Project (Stage 1) Works Additional Sites.,Rouse Hill,Rouse Hill,Casey M. | Lowe A. | ,Casey & Lowe Associates | Brayshaw McDonald Pty Ltd | ,Rouse Hill Infrastructure Project,1993,http://nswaol.library.usyd.edu.au/view?docId=pdfs/22299_ID_CaseyLowe1993RouseHillAdditionalArchAssess.pdf;query=;brand=default,Survey/Assessment,,Original master copy,Casey & Lowe Pty Ltd Collection,Cattai Creek area sewer lines and pumping station area,Cumberland,The Hills Shire Council,No Street Address,not verified,not known,not known,unknown,['ROUSE HILL']
1389,"Report on Archaeological Inspection Building A3 and Associated Deposits, Rouse Hill House.",Rouse Hill,Rouse Hill,Thorp W. | ,Australian Archaeological Resources | ,Heritage Council of New South Wales,1984,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13897_ID_Thorp1984BuildingA3andAssocDepositsRouseHillExcavRpt.pdf;query=;brand=default,Excavation Report,Domestic life | ,Original master copy,Wendy Thorp Collection,"Windsor Road, Rouse Hill, NSW",Cumberland,Blacktown City Council,No Street Address,not verified,not known,not known,unknown,['ROUSE HILL']
591,"Drainage Report. Timber Barn, Rouse Hill House.",Rouse Hill House,Rouse Hill House,Varman R.V.J. | ,,Historic Houses Trust,1997,http://nswaol.library.usyd.edu.au/view?docId=pdfs/16169_ID_Varman1997DrainRptTimberBarnRouseHillHseExcavRpt.pdf;query=;brand=default,Excavation Report,,Photocopy,Robert V. J. Varman Collection,"Windsor Rd, Rouse Hill",Cumberland,Blacktown City Council,No Street Address,not verified,not known,not known,unknown,['ROUSE HILL']
592,"Drainage Report. Timber Barn, Rouse Hill House. [Colour version 1 of 1 pdfs]",Rouse Hill House,Rouse Hill House,Varman R.V.J. | ,,Historic Houses Trust,1997,http://nswaol.library.usyd.edu.au/view?docId=pdfs/15570_ID_Varman1997DrainRptTimberBarnRouseHillHseExcavRptColour1of1.pdf;query=;brand=default,Excavation Report,,Photocopy,Robert V. J. Varman Collection,"Windsor Rd, Rouse Hill",Cumberland,Blacktown City Council,No Street Address,not verified,not known,not known,unknown,['ROUSE HILL']
629,Excavations at Rouse Hill House for Drainage and Relocation of Services: Report on Archaeological Evidence.,Rouse Hill House,Rouse Hill House,Thorp W. | McDonald B. | ,,Department of Public Works N.S.W | Historic Houses Trust of N.S.W.,1992,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13912_ID_ThorpMcDonald1992RouseHillHouseDrainInstallExcavRpt.pdf;query=;brand=default,Excavation Report,Accommodation | Agriculture | Domestic life | ,Original master copy,Wendy Thorp Collection,"Guntawong Rd, via Rouse Rd, Rouse Hill NSW",Cumberland,The Hills Shire Council,No Street Address,not verified,not known,not known,unknown,['ROUSE HILL']
911,Interim Report on Mint Basement.,"Royal Mint, Sydney",Royal Mint,Powell C. | ,Wendy Thorp | ,,2012,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13947_ID_PowellNDInterimRptMintBasementArchAssess.pdf;query=;brand=default,Survey/Assessment,Accommodation | Communication | Government and administration | Law and order | ,Original master copy | Original master copy,Wendy Thorp Collection,"Macquarie Street, Sydney, NSW 2000",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,[]
1081,The Mint Building: Report in the Internal Fabric; Comprising Rooms G 1-5 and F 1-6.,"Royal Mint, Sydney",Royal Mint,Varman R.V.J. | ,,,1980,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13941_ID_Varman1980TheMintInternalFabricArchAssess.pdf;query=;brand=default,Survey/Assessment,Convict | Law and order | Migration | Welfare | ,Photocopy,Wendy Thorp Collection,"The Royal Mint building, Macquarie Street, Sydney.",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,[]
1082,The Mint Building: Report on the Internal Fabric; Comprising Rooms G 1-5 and F 1-6.,"Royal Mint, Sydney",Royal Mint,Varman R.V.J. | ,,NSW Department of Public Works,1980,http://nswaol.library.usyd.edu.au/view?docId=pdfs/16256_ID_Varman1980TheMintSydneyInternalFabricArchSurvey.pdf;query=;brand=default,Survey/Assessment,,Photocopy | Poor quality image reproduction,Robert V. J. Varman Collection,"Macquarie Street, Sydney",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,[]
1083,The Mint Building: Report on the Internal Fabric; Comprising Rooms G 1-5 and F 1-6. [Colour version 1 of 7 pdfs],"Royal Mint, Sydney",Royal Mint,Varman R.V.J. | ,,NSW Department of Public Works,1980,http://nswaol.library.usyd.edu.au/view?docId=pdfs/15714_ID_Varman1980TheMintSydneyInternalFabricArchSurveyColour1of7.pdf;query=;brand=default,Survey/Assessment,,Photocopy | Poor quality image reproduction,Robert V. J. Varman Collection,"Macquarie Street, Sydney",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,[]
1084,The Mint Building: Report on the Internal Fabric; Comprising Rooms G 1-5 and F 1-6. [Colour version 2 of 7 pdfs],"Royal Mint, Sydney",Royal Mint,Varman R.V.J. | ,,NSW Department of Public Works,1980,http://nswaol.library.usyd.edu.au/view?docId=pdfs/15699_ID_Varman1980TheMintSydneyInternalFabricArchSurveyColour2of7.pdf;query=;brand=default,Survey/Assessment,,Photocopy | Poor quality image reproduction,Robert V. J. Varman Collection,"Macquarie Street, Sydney",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,[]
1085,The Mint Building: Report on the Internal Fabric; Comprising Rooms G 1-5 and F 1-6. [Colour version 3 of 7 pdfs],"Royal Mint, Sydney",Royal Mint,Varman R.V.J. | ,,NSW Department of Public Works,1980,http://nswaol.library.usyd.edu.au/view?docId=pdfs/15671_ID_Varman1980TheMintSydneyInternalFabricArchSurveyColour3of7.pdf;query=;brand=default,Survey/Assessment,,Photocopy | Poor quality image reproduction,Robert V. J. Varman Collection,"Macquarie Street, Sydney",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,[]
1086,The Mint Building: Report on the Internal Fabric; Comprising Rooms G 1-5 and F 1-6. [Colour version 4 of 7 pdfs],"Royal Mint, Sydney",Royal Mint,Varman R.V.J. | ,,NSW Department of Public Works,1980,http://nswaol.library.usyd.edu.au/view?docId=pdfs/15705_ID_Varman1980TheMintSydneyInternalFabricArchSurveyColour4of7.pdf;query=;brand=default,Survey/Assessment,,Photocopy | Poor quality image reproduction,Robert V. J. Varman Collection,"Macquarie Street, Sydney",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,[]
1087,The Mint Building: Report on the Internal Fabric; Comprising Rooms G 1-5 and F 1-6. [Colour version 5 of 7 pdfs],"Royal Mint, Sydney",Royal Mint,Varman R.V.J. | ,,NSW Department of Public Works,1980,http://nswaol.library.usyd.edu.au/view?docId=pdfs/15676_ID_Varman1980TheMintSydneyInternalFabricArchSurveyColour5of7.pdf;query=;brand=default,Survey/Assessment,,Photocopy | Poor quality image reproduction,Robert V. J. Varman Collection,"Macquarie Street, Sydney",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,[]
1088,The Mint Building: Report on the Internal Fabric; Comprising Rooms G 1-5 and F 1-6. [Colour version 6 of 7 pdfs],"Royal Mint, Sydney",Royal Mint,Varman R.V.J. | ,,NSW Department of Public Works,1980,http://nswaol.library.usyd.edu.au/view?docId=pdfs/15698_ID_Varman1980TheMintSydneyInternalFabricArchSurveyColour6of7.pdf;query=;brand=default,Survey/Assessment,,Photocopy | Poor quality image reproduction,Robert V. J. Varman Collection,"Macquarie Street, Sydney",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,[]
1089,The Mint Building: Report on the Internal Fabric; Comprising Rooms G 1-5 and F 1-6. [Colour version 7 of 7 pdfs],"Royal Mint, Sydney",Royal Mint,Varman R.V.J. | ,,NSW Department of Public Works,1980,http://nswaol.library.usyd.edu.au/view?docId=pdfs/15722_ID_Varman1980TheMintSydneyInternalFabricArchSurveyColour7of7.pdf;query=;brand=default,Survey/Assessment,,Photocopy | Poor quality image reproduction,Robert V. J. Varman Collection,"Macquarie Street, Sydney",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,[]
855,"Historical Context The Royal Mint Building, Sydney. An Analysis of the Primary Documentary Evidence.","Royal Mint, Sydney",Royal Mint,Thorp W. | ,Wendy Thorp | ,Powerhouse Museum,1994,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13479_ID_Thorp1994RoyalMintSydneyHistoricalRpt.pdf;query=;brand=default,Historical Research,Commerce | Government and administration | Health | ,Original master copy,Wendy Thorp Collection,"Macquarie Street, Sydney.",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,['SYDNEY']
1072,"The 'Melting House' Site, The Mint, Sydney. Archaeological Assessment and Management Strategy.","Royal Mint, Sydney",Royal Mint,,Godden Mackay Heritage Consultants | ,Museum of Aplied Arts and Sciences | NSW Heritage Council,1995,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13130_ID_GoddenMackay1995MeltingHouseSiteTheMintArchAssess.pdf;query=;brand=default,Survey/Assessment,Commerce | Convict | Law and order | Migration | ,Original master copy,Godden Mackay Logan Collection,"Macquarie St, Sydney",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,['SYDNEY']
1090,"The Mint, Sydney. Archaeological Monitoring During Soil Sampling.","Royal Mint, Sydney",Royal Mint,,Godden Mackay Heritage Consultants | ,Museum of Aplied Arts and Sciences | NSW Heritage Council,1994,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13118_ID_GoddenMackay1994TheMintArchMonitorSoilSample.pdf;query=;brand=default,Excavation Report,Commerce | Convict | Law and order | Migration | ,Original master copy,Godden Mackay Logan Collection,"Macquarie St, Sydney",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,['SYDNEY']
1488,"Royal Mint Building, Sydney. Archaeological Monitoring.","Royal Mint, Sydney",Royal Mint,,Godden Mackay Heritage Consultants | ,Museum of Aplied Arts and Sciences | NSW Heritage Council,1996,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13063_ID_GoddenMackay1996RoyalMintArchMonitor.pdf;query=;brand=default,Excavation Report,Commerce | Convict | Law and order | Migration | ,Original master copy,Godden Mackay Logan Collection,"Macquarie St, Sydney",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,['SYDNEY']
1489,"Royal Mint Building, Sydney. Precis of Archaeological Work 1980 - 1994. Assessment of Archaeological Requirements.","Royal Mint, Sydney",Royal Mint,Thorp W. | ,,Powerhouse Museum,1994,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13421_ID_Thorp1994RoyalMintExcavRptArchAssess.pdf;query=;brand=default,Excavation Report,Convict | Law and order | Migration | Welfare | ,Original master copy,Wendy Thorp Collection,"The Royal Mint building, Macquarie Street, Sydney.",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,['SYDNEY']
268,Archaeological Report: Rozelle Bay Redevelopment.,Rozelle Bay,Rozelle Bay,Thorp W. | ,,Department of Environment and Planning,1987,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13440_ID_Thorp1987RozelleBayRedevelopmentArchAssess.pdf;query=;brand=default,Survey/Assessment,Industry | ,Original master copy,Wendy Thorp Collection,Rozelle Bay,Cumberland,Leichhardt Municipal Council,No Street Address,not verified,not known,not known,unknown,['ROZELLE']
